city,cluster_type,role,section_header,policy_statement,parent_statement,parent_row_type,verbatim_text,extraction_rationale,canonical_mechanism,mechanism_description,secondary_categories,is_financial_instrument,primary_category,climate_relevance
Chicago,individual,individual,GHG REDUCTION TARGETS / ACCOUNTABILITY AND IMPLEMENTATION,City of Chicago aims to reduce city GHG emissions by a minimum of 62% by 2040 (using 2017 inventory levels as baseline).,,,"The 2022 CAP aims to chart an equitable path to reduce Chicago's GHG emissions by a minimum of 62% by 2040.

Guided by the strategies and actions of this plan, the City of Chicago aims to reduce the city's level of GHG emissions by 62% by 2040, based on 2017 GHG inventory levels.",Citywide quantified emissions reduction target with deadline explicitly stated.,economy_wide_ghg_target → emissions_reduction_pathway,Setting an economy-wide GHG reduction target creates an overarching pathway that drives policies and actions to reduce emissions across sectors.,Resource Efficiency,no,Mitigation,direct
Chicago,individual,individual,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,"Plant 75,000 trees over 5 years (Chicago Recovery Plan climate investment: Expand Canopy Coverage, $46 million).",,,"Expand Canopy Coverage | $46 million | Plant 75,000 trees over 5 years in underserved community areas.",Funded program with a quantified deliverable and timeframe.,urban_tree_canopy_expansion → heat_mitigation_and_carbon_sequestration,"Planting and maintaining more urban trees increases canopy cover, which reduces urban heat and sequesters carbon, lowering climate impacts.",,yes,Adaptation,direct
Seattle,parent_with_subs,parent,TRANSPORTATION,Near-term climate action priorities for transportation.,,structural header,"Guided by the 2013 Climate Action Plan and a review of recent emissions trends and climate actions, we have identified a suite of near-term priority actions, which will help the City remain on track to meet our climate protection goals. The actions are presented below and summarized in Table 1.",Introduces a set of near-term priority actions followed by distinct action items under the TRANSPORTATION heading.,unspecified_transport_actions → transport_emissions_reduction,"The city prioritizes near-term transportation-related climate actions intended to reduce transportation greenhouse gas emissions, but the specific mechanism is not described in the provided text.",,no,Mitigation,direct
Seattle,parent_with_subs,sub,Improving mobility through pricing,"Develop and release a strategy to address congestion and transportation emissions through pricing, coupled with investments in expanded transit and electrification in underserved communities.",Near-term climate action priorities for transportation.,structural header,"Announce that the City will develop and release a strategy to address congestion and transportation emissions through pricing, coupled with investments in expanded transit and electrification in underserved communities.",Specific planned intervention (pricing strategy) with linked investment focus; presented as an action item under the TRANSPORTATION near-term priorities.,modal_shift_to_sustainable_transport → transport_emissions_reduction,"Implement congestion pricing and reinvest revenues in transit and electrification to reduce car travel and shift trips to cleaner modes, lowering transportation emissions.",Adaptation,yes,Mitigation,direct
Seattle,parent_with_subs,sub,Electric vehicle readiness ordinance for new construction,Pass a new electric vehicle readiness ordinance in 2018 to ensure new construction or renovation of parking structures is built with electric vehicle infrastructure.,Near-term climate action priorities for transportation.,structural header,"Pass a new electric vehicle readiness ordinance in 2018, which will ensure new construction or renovation of parking structures is built with electric vehicle infrastructure.",Clear commitment with a deadline (2018) to pass an ordinance.,ev_charging_infrastructure → ev_adoption_enabling,"Mandating EV-ready infrastructure in new or renovated parking structures expands charging availability, enabling greater electric vehicle adoption and associated emissions reductions.",Adaptation,no,Mitigation,direct
Seattle,parent_with_subs,sub,Charging station network map & strategy,Release a map of optimal distribution of charging infrastructure in 2018 and use it to guide public and private investment with a focus on equitable distribution.,Near-term climate action priorities for transportation.,structural header,"Release map of optimal distribution of charging infrastructure in 2018. The map will guide public and private investment in the network, based on a set of criteria, with a specific focus on equitable distribution",Time-bound deliverable (2018 map) and specified intended use (guiding investment/equity).,ev_charging_infrastructure → ev_adoption_enabling,"Publishing and using an optimal siting map guides investment to expand EV charging infrastructure, which reduces adoption barriers and enables increased electric vehicle uptake.",Adaptation,yes,Mitigation,indirect
Seattle,parent_with_subs,sub,Ride share and taxi fleet electrification,"Work with stakeholders to create recommendations for electrifying shared/for-hire fleets, determine a year after which all such vehicles must be electric, and prepare to permit only electric vehicles for for-hire use.",Near-term climate action priorities for transportation.,structural header,"The city will work with these stakeholders to create recommendations on how to electrify shared vehicle fleets, determine a year after which all such vehicles must be electric, and prepare for the City to begin permitting only electric vehicles for for-hire use.",Specific regulatory preparation (permitting only EVs) and defined planning outputs; listed as a near-term action.,fleet_electrification → transport_emissions_reduction,Requiring shared/for-hire fleets to switch to electric vehicles reduces fossil fuel combustion from vehicles and lowers transportation greenhouse gas emissions.,Adaptation,no,Mitigation,direct
Seattle,parent_with_subs,sub,Green Fleet Action Plan update,Create a new Green Fleet Action Plan by the end of 2018 to accelerate electrification of the municipal fleet and phase out fossil fuel use in municipal vehicles.,Near-term climate action priorities for transportation.,structural header,"Create a new Green Fleet Action Plan, by the end of 2018, to accelerate the electrification of the municipal fleet and phase out fossil fuel use in municipal vehicles.",Clear time-bound commitment (end of 2018) to create a new plan with defined objectives.,fleet_electrification → transport_emissions_reduction,"A green fleet action plan accelerates electrification of municipal vehicles, displacing fossil fuel use and reducing transportation greenhouse gas emissions.",Adaptation,no,Mitigation,direct
Seattle,parent_with_subs,parent,GHG EMISSIONS ASSESSMENT,Near-term climate action priorities to assess GHG emissions impacts of City decisions.,,standalone parent policy,"The City of Seattle does not current have a city-wide policy for tracking the carbon impacts of policies or projects, which limits our ability to fully understand the cost or savings related to carbon emissions.",This heading introduces a discrete action item immediately below; treated as a parent for the listed action.,environmental_monitoring_system → adaptation_planning_support,Implementing a city-wide carbon impact tracking system improves emissions accounting and decision support so future policies and projects can be evaluated and guided toward lower-GHG outcomes.,Nature-Based Solutions,no,Adaptation,indirect
Seattle,parent_with_subs,sub,Assess GHG Emissions Impact of City decisions,"Issue an Executive Order directing City departments to assess the GHG emissions impact of City plans, policies, and major investments, with OSE to define scope and method by October 2018.",Near-term climate action priorities to assess GHG emissions impacts of City decisions.,standalone parent policy,"Issue an Executive Order directing City departments to assess the GHG emissions impact of City plans, policies, and major investments. The Mayor will direct the Office of Sustainability & Environment to work with departments to define the types of projects to assess, the assessment method, and how to account for the broader costs of carbon, by October 2018.",Binding mechanism (Executive Order) plus a dated implementation milestone (October 2018).,ghg_impact_assessment_requirement → decision_support_for_emissions_reduction,Require GHG impact assessments for city plans and major investments to inform decision-making and steer projects toward lower-emission options.,Resource Efficiency,no,Mitigation,direct
