location,role,parent_statement,policy_statement,source_quote,section_header,extraction_rationale
Dakar_SN,individual,,Achieve 32% of wastewater treatment through activated sludge treatment by 2050.,"- Wastewater treatment
-  32%  of  wastewater  treatment  by  2050 will  be  done  through  the  treatment  of activated sludge.",9.3.6 Solid waste and wastewater,Quantified wastewater treatment technology target with a deadline (2050).,Resource Efficiency,False,indirect,
Dakar_SN,parent,,Strategic Axis 7: Upgrade the City of Dakar for access to climate finance (governance/finance-enabling action package).,"## 9.3.7 Funding climate action

- Upgrade the City of Dakar for Access to Climate Finance",9.3.7 Funding climate action,"Umbrella axis with numbered actions (#20-#22) that enable climate action implementation through governance, capacity, and financing mechanisms.",Adaptation,False,direct,
Dakar_SN,sub,Strategic Axis 7: Upgrade the City of Dakar for access to climate finance,Establish an institutional framework for governance of the energy and ecological transition.,"|   # | Actions                                                                                             |
|-----|-----------------------------------------------------------------------------------------------------|
|  20 | Establishing an institutional framework for governance of the energy and ecological transition      |",9.3.7 Funding climate action,A specific governance reform action listed under the climate finance axis.,Adaptation,False,direct,
Dakar_SN,sub,Strategic Axis 7: Upgrade the City of Dakar for access to climate finance,Strengthen human capital to formulate climate change adaptation and mitigation projects.,"|   # | Actions                                                                                             |
|-----|-----------------------------------------------------------------------------------------------------|
|  21 | Strengthening human capital in formulating climate change adaptation and mitigation projects        |",9.3.7 Funding climate action,A concrete capacity-building action aimed at enabling project development for adaptation/mitigation.,Adaptation,False,direct,Mitigation
Dakar_SN,sub,Strategic Axis 7: Upgrade the City of Dakar for access to climate finance,Establish autonomous financing mechanisms for risks and vulnerabilities of the City of Dakar.,"|   # | Actions                                                                                             |
|-----|-----------------------------------------------------------------------------------------------------|
|  22 | Establishing autonomous financing mechanisms for the risks and vulnerabilities of the City of Dakar |",9.3.7 Funding climate action,"A financing-mechanism commitment; while not specifying the instrument type here, it explicitly commits to creating autonomous financing mechanisms for climate risks.",Adaptation,True,direct,
Dakar_SN,sub,Action #22: Implementation of autonomous financing mechanisms for risks and vulnerabilities in the City of Dakar,Create an urban risk and disaster management fund.,"Action #22: Implementation of autonomous financing mechanisms for risks and vulnerabilities in the City of Dakar
| Creating an urban risk and disaster management fund                                                                                             |",9.4  Five-Year Action Plan (2021-2025),A specific financial instrument (fund) is proposed in the five-year plan; this is a concrete resource-allocation mechanism.,Adaptation,True,direct,
Dakar_SN,sub,Action #22: Implementation of autonomous financing mechanisms for risks and vulnerabilities in the City of Dakar,Put in place a mechanism for municipalities to participate in the risk and disaster management fund.,"Action #22: Implementation of autonomous financing mechanisms for risks and vulnerabilities in the City of Dakar
| Putting in place a mechanism for the participation of municipalities in the risk and disaster management fund                                   |",9.4  Five-Year Action Plan (2021-2025),A concrete financing participation mechanism tied to the creation/operation of the risk and disaster management fund.,Adaptation,True,direct,
Dakar_SN,sub,Action #20: Establishing an institutional framework for governance of the energy and ecological transition,Establish a climate governance body in the City of Dakar.,"Action #20: Establishing an institutional framework for governance of the energy and ecological transition
| Establishing a climate governance body in the City of Dakar                                                                                     |",9.4  Five-Year Action Plan (2021-2025),A specific institutional creation action under the five-year plan; concrete governance intervention.,Adaptation,False,direct,
Dakar_SN,sub,Action #20: Establishing an institutional framework for governance of the energy and ecological transition,Facilitate a consultation process with local authorities for climate governance.,"Action #20: Establishing an institutional framework for governance of the energy and ecological transition
| Facilitate a consultation process with local authorities                                                                                        |",9.4  Five-Year Action Plan (2021-2025),A defined governance process action supporting institutional climate governance; somewhat process-oriented but tied to a named action in the five-year plan.,Adaptation,False,indirect,
Dakar_SN,sub,Action #20: Establishing an institutional framework for governance of the energy and ecological transition,Put in place an organizational framework for inter-territorial climate governance.,"Action #20: Establishing an institutional framework for governance of the energy and ecological transition
| Putting in place an organizational framework for inter-territoriality for climate governance                                                    |",9.4  Five-Year Action Plan (2021-2025),A concrete institutional arrangement to coordinate climate governance across territories.,Adaptation,False,direct,
Dakar_SN,sub,Action #21: Strengthening human capital in formulating projects for access to climate finance,Strengthen capacity of territorial actors on mechanisms for access to climate finance.,"Action #21: Strengthening human capital in formulating projects for access to climate finance
| Strengthen the capacity of territorial actors on mechanisms for access to climate finance                                                       |",9.4  Five-Year Action Plan (2021-2025),A specific capacity-building action to enable climate finance access; supports implementation.,Adaptation,False,direct,
